link,Attraction_Title,Segmento,Attration_rate,Attration_evaluation,Name_of_contributor,Tittle_of_Contribution,Rate_of_contribution,Date_of_contribution,Contribution,Numbers_of_fotos,Attration_Excellent,Attration_Very_good,Attration_Average,Attration_Poor,Attration_Terrible,Reviews_user,Origin_of_contributor,Contributor_activity,Date_of_visit,Helpful_to,Reviews_rating,Reviews_title,Reviews_body,Who_is_asking,Where_the_asker_is_from,Asker_activity,Question,Aswer,Answer_activity,Answer_orign,Answer,Length_of_review,Grupo
NA,Arrombado Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luisa C,"-23.6824124,-46.5952992",25,"December 4, 2013",0,4,Arrombado,"Quase nada de estrutura para os turistas. Tem que ir de carro.
A fraca estrutura e a localização faz com que essa praia seja perfeita no quesito tranquilidade. Fui em um dia de semana fora de temporada com meus amigos e curtimos muito o visual. Não tinha mais ninguem na praia!!",NA,NA,NA,NA,NA,NA,NA,NA,51,Promotor
https://www.tripadvisor.com/Attraction_Review-g2348900-d4057349-Reviews-Carnaubinhas_Beach-Luis_Correia_State_of_Piaui.html,Carnaubinhas Beach,Sol e Praia,45,50,NA,NA,NA,NA,NA,28,25,15,8,2,0,Voyager595387,"-2.89040355,-41.64943345",5,"September 7, 2020",0,5,Praia perfeita,"Vale muita a pena, quando a mare baixa, ficam pedras que formam pequenas piscinas. Lugar super tranquilo, poucas pessoas",NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anacampos26,"-23.6824124,-46.5952992",189,"March 10, 2020",2,5,Resort simpático,"De frente para um mar lindo, o resort não é luxuoso, mas confortável. Quarto grande, varanda, linda piscina e área de piscina infantil com cachoeira. Grande restaurante e bar próximo à praia. O cardápio poderia ser incrementado, assim como a preparação das bebidas. Refeições e bebidas, mesmo água, são caros.",NA,NA,NA,NA,NA,NA,NA,NA,50,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sara F,"-23.18950625,-45.86301275",683,"November 10, 2019",2,5,Uau,"No meio do nada um estabelecimento completo. Resort com Tudo... inclusive pet friendly e com petshop dentro! Pode-se pagar 50 reais pelo day use da praia (tem cadeira, mesa, rede e bar/petiscaria). Tem a opção pagar 150 para day use com refeições. Lindo! Um empreendimento muito aconchegante. Se um dia voltar ao Piauí vou querer me hospedar por lá",NA,NA,NA,NA,NA,NA,NA,NA,59,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euclides Bugs,"-23.6824124,-46.5952992",38,"July 28, 2019",0,5,Praia particular de resort,A praia de Cranaubinha tem pedras quando a maré está baixa ficam a vista. Mas existe uma limitação de boias para que ninguém se machuque.,NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MarciaCris,"-20.07572725,-43.89263395",1958,"May 23, 2019",0,4,Carnaubinhas,"O nome Carnaubinhas vem da enorme quantidade de carnaúbas que cercam a praia. Tem um aspecto deserto, com águas calmas e limpas e muitas piscinas naturais em meio às pedras. O acesso principal é a partir de um resort mas não é uma praia particular.",NA,NA,NA,NA,NA,NA,NA,NA,45,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOSELMA SOARES ... S,"-5.0937396,-42.74107815",14,"November 9, 2018",0,5,passeio,"local de requinte, ambiente agradável, com uma praia maravilhosa, serviços de qualidade e a gastronomia   maravilhosa.",NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beatriz K,NA,23,"October 6, 2018",0,2,Praias,"Praia cheia de corais e cascalhos não é legal pra banho, quando seca ficam até algumas lagoas, porém com algas. Nada legal.",NA,NA,NA,NA,NA,NA,NA,NA,22,Detrator
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marco D,NA,10,"August 10, 2017",0,5,Praia,Nota 10 quase deserta só para hóspedes um maravilha sem poluição muito tranquilo limpa e transparente,NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FredsonOliveira,"-4.85936355,-42.12885815",44,"July 29, 2017",0,4,Boa para familia,Apesar de possuir muitas pedras. A praia do carnaubinha eh um bom local para lazer com a família.  Pois o resort delimita áreas em que os turistas podem banhar sem nenhum problema com as pedras.  Além disso na maré baixa formam se piscinas naturais que eh diversão garantida para criançada.,NA,NA,NA,NA,NA,NA,NA,NA,50,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pedro L,"-5.0937396,-42.74107815",1750,"June 12, 2017",0,4,Praia muito bonita com existencia de pedras,"Praia muito bonita mas com pedras, nada que não permita um bom banho no belíssimo litoral piauiense. Aproveite para curtir o por do sol nesse local",NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcelo B,NA,299,"March 20, 2017",0,4,Tranquila e com lindo Pôr do Sol,"Praia super tranquila, com lindo pôr do sol. Ao baixar da maré, surgem várias ""piscinas"" naturais para um bom banho.",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MateusFarias,"-5.0937396,-42.74107815",197,"January 1, 2017",0,5,Lindo hotel,"Não me hospedei no hotel, mas conheci as instalações e achei lindo! Tem um bar com vista para a praia.",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Francinildo G,"-6.36052685,-39.28934915",22,"December 19, 2016",0,4,2 dias com a esposa muito bom,"Muito bom, local lindo e pessoal muito simpaticos e hospitaleiros. Indico para casal ou familia que queiram sossego e curtir momentos em familia",NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oscar Luiz 🇧🇷,"-15.61440735,-56.041807",8197,"November 5, 2016",1,4,Já falei que as praias dessa região formam  piscinas naturais?,"Bonita praia com belas paisagens.
Entra na cota das praias pouco tumultuadas da região.
Já falei que as praias dessa região formam piscinas naturais entre os corais na maré baixa?
Acho que sim, porque isso se repete em muitas delas.
Encontrei muitas algas o que não me deixou à vontade para tomar banho, mas vale o visual.",NA,NA,NA,NA,NA,NA,NA,NA,57,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rodrigo Q,"-23.71047605,-46.422851",76,"October 26, 2016",0,4,Linda ao por do sol!!!!,"Muito bonita mas não é boa para banho pois existem muitas pedras e algas.
Quando a maré esta baixa se formam várias piscinas e é possível caminhar sobre as pedras",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Juliana F,"-22.615004,-46.7209476",70,"October 11, 2016",0,5,piscinas naturais,"Formam piscinas naturais quentinhas com a maré baixa, lindo. Ideal para relaxar. tem muitas pedras, ideal para quem quer curtir uma linda paisagem com piscinas naturais.",NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martinho V,NA,9,"August 10, 2016",0,4,Belo resort,"Um belo resort, com uma arquitetura que valoriza bem os materiais e métodos de construção local. A refeição para duas pessoas gira em torno de 100 reais (agosto de 2016). Tem uma bela piscina, parque aquático infantil e não fica muito distante da cidade de Luiz Correia. Só acho despropositado uma taxa de entrada para adentrar o resort, mesmo quando se utiliza o restaurante.",NA,NA,NA,NA,NA,NA,NA,NA,64,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago D,NA,3,"July 17, 2016",0,5,Ótimo,"Praia muita bonita, calma, apesar de ter muita pedra forma belas piscinas para tomar banho sem perigo, por do sol muito bonito, vale a pena conhecer...",NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luciavale091,"-15.72176215,-47.93735785",312,"July 12, 2016",0,2,mar bonito,"O mar é lindo e a água é muito agradável ,quentinha ,mas tem muitas pedras e só é possível nadar com a maré baixa",NA,NA,NA,NA,NA,NA,NA,NA,24,Detrator
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eliamara B,"-5.0937396,-42.74107815",12,"May 28, 2016",0,5,Hotel,"Bom atendimento, comida e estrutura. Praia pouco povoada. Excelente para quem quer tranquilidade e paz",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coisas d,"-25.4951166,-49.2897982",96,"May 2, 2016",0,5,Lindo resort,"Ficamos cinco dias e foi inesquecível.
Vista maravilhosa, local paradisíaco, equipe bem treinada, serviços excelentes.
Apenas há poucas opções no cardápio do restaurante para refeições.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tekabrito,"-5.0937396,-42.74107815",32,"April 20, 2016",0,5,Muito agradável,"Espaço bem decorado, com boas acomodações e uma linda vista para a praia, esta é tranquila e um serviço de cozinha regular.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,José F,NA,22,"March 25, 2016",1,5,Deslumbrante!,"Local maravilhosamente lindo. Você pode passar suas férias com sua família perfeitamente, esse é um local recomendadíssimo!",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucia S,"-22.44200415,-44.52204005",109,"March 12, 2016",0,4,Muito bonita,"A praia é muito bonita, sendo que tem que tomar muito cuidado pois tem muitos corais, fica tranquila para nadar com a maré baixa assim podem vê os corais para não se machucar.",NA,NA,NA,NA,NA,NA,NA,NA,33,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,indirasmc,"-15.72176215,-47.93735785",3,"January 14, 2016",0,5,Praia Excelente com maré baixa.,"Praia reservada, com piscinas naturais com a maré baixa, onde foi possível o banho, pois tem muitas pedras.
Lugar lindo, que transmite paz e tranquilidade.
Excelente para casal, para família.
Bar e restaurante apenas do resort.",NA,NA,NA,NA,NA,NA,NA,NA,36,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bruna Abreu,NA,4,"December 1, 2015",0,5,Praia reservada,"A praia é bem reservada! Para quem não gosta de badalação e movimento, o lugar é excelente. Não tem opções de restaurantes ou bares, apenas o Resort. Para banho, é recomendado se for nas piscinas naturais que se formam, pois a praia é cheia de pedra.",NA,NA,NA,NA,NA,NA,NA,NA,46,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recireno,"-15.72176215,-47.93735785",108,"September 11, 2015",0,4,Lindo mas ruim de banho,"Muito bom, o banho so é possível com a mare baixa, quando se formam varais piscinas em virtude da quantidade de pedras.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FERNANDOJNCORREIA,"-5.0937396,-42.74107815",39,"September 2, 2015",0,5,Praia bem reservada bom local...,"Excelente praia, com um resort bem aconchegante nesta praia. Não é muito movimentada, boa para quem não gosta de muito movimento.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gabriela R,"-5.0937396,-42.74107815",43,"August 10, 2015",0,5,Lugar lindo para casais,"Uma das melhores vistas, melhor atendimento para quem quer um pouco de calmaria. Ótimo para casais!!",NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Josicm,"-1.2730057,-48.46026625",505,"August 3, 2015",0,4,Linda praia com pedras,Praia belíssima.  Aguas cristalinas. A variação da maré  cria piscinas lindíssimas de serem  exploradas. Deve ter cuidado e conhecer com óculos e snorkel!,NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baldomero A,"-2.93048835,-41.7306631",71,"February 18, 2015",3,4,Beleza e tranquilidade!,"A praia de Carnaubinhas é um local isolado, sem muito movimento, o que proporciona descanso e tranquilidade para quem quer fugir da badalação.
O Resort localizado na praia é bem estruturado, com cardápio que atende a vários gostos e direcionado a um público diferenciado.",NA,NA,NA,NA,NA,NA,NA,NA,44,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379Anatur,"-2.93048835,-41.7306631",94,"January 28, 2015",0,5,Lindaaaa,"Tranquila,pra você curtir com a familia ou com seu amor.O Resort Carnaubinha também é lindo e aconchegante.",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jfsuzim,"-5.0937396,-42.74107815",7,"October 30, 2014",1,5,Sossego e tranquilidade,"Deserta, excelente para caminhar de manhã cedo e ver o pôr do sol ao fim da tarde. Vá em boa companhia.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JamestonFrota,"-5.0937396,-42.74107815",15,"October 20, 2014",1,5,Praia de alto padrão,"Praia bem mais afastada das praias mais badaladas, uma praia de alto padrão, bem localizada, sossego absoluto. Recomendo.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marlete2014,"-25.4951166,-49.2897982",595,"September 4, 2014",0,5,Imperdivel!,"Praia divina, apesar de haver bastante pedra, tambem muitos corais. Boa para tomar banho, fazer caminhada e apreciar a paisagem e o som do mar.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beatriz N,"-23.6824124,-46.5952992",39,"August 25, 2014",0,4,Para relaxar,"Gostei do lugar ser calmo, belezas naturais, clima perfeito, uma praia diferente para explorar, aventura, tranqüilidade, e um céu maravilhoso tanto dia como noite.",NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leonardobcoelho,"-5.0937396,-42.74107815",108,"August 20, 2014",0,5,Vista deslumbrante,"Praia muito bonita, com presença de corais que proporcionam a formação de lagoas ideais para o banho de crianças. Não é legal para o banho livre. Por do sol muito bonito de se ver.",NA,NA,NA,NA,NA,NA,NA,NA,34,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flucimar,"-15.72176215,-47.93735785",302,"August 14, 2014",1,5,Linda praia,"Praia bonita, embora que uma região de pedras - arrecifes, é boa para tomar banho, fazer caminhada apreciando a paisagem e o som do mar.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leonan Dartagnan,"-5.0937396,-42.74107815",146,"August 14, 2014",0,5,Uma das mais bonitas,"É uma praia tranquila, não costuma estar lotada, praia limpa, mar calmo e relaxante. Uma boa opção se você quer relaxar num lugar calmo com a família. Fui mais de uma vez e sempre fiquei satisfeito!",NA,NA,NA,NA,NA,NA,NA,NA,36,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valdemir S,"-23.533526,-46.784436",452,"July 24, 2014",0,4,Gostosa,"Uma praia muito gostosa, é calma e tranquila, sem muita agitação ideal para um descanso, para quem gosta de calmaria é perfeita.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EdgardV275,"-2.93048835,-41.7306631",76,"November 18, 2013",0,4,Muito bom.,"Praia muito bonita, um pouco afastada, com um resort excepcional, Carnaubinha Praia Resort, onde voçê dispõe de um restaurante muito bom e uma estrutura linda, excepcional. Nota dez.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Carnaubinhas Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Violeta C,"-3.79331445,-38.51961525",41,"September 2, 2013",0,5,Muito chique,"Praia linda, chique, point para gastar, comida cara. Tem o Resot Carnaubinha que é de top internacional, valorizou o local e trouxe a fama.",simoneealvaro,"-5.0937396,-42.74107815",NA,"O onibus que faz um passeio pelas praias , como funciona?",NA,NA,NA,NA,24,Promotor
https://www.tripadvisor.com/Attraction_Review-g2348900-d4057350-Reviews-Maramar_Beach-Luis_Correia_State_of_Piaui.html,Maramar Beach,Sol e Praia,4,78,NA,“Richard and Jan”,5,Sep 2018,"Hi this is one of the best place that we have eaten in the food is amazing the staff excellent 
We are in Spain for three weeks and could not have found a better place to hang out good food a bottle of wine what more do you need thank you",46,40,24,9,3,2,Richard U,"52.2958662,-1.9306872",169,"September 24, 2018",1,5,Richard and Jan,"Hi this is one of the best place that we have eaten in the food is amazing the staff excellent
We are in Spain for three weeks and could not have found a better place to hang out good food a bottle of wine what more do you need thank you",NA,NA,NA,NA,NA,NA,NA,NA,51,Promotor
NA,Maramar Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valmir S,NA,23,"April 5, 2015",0,5,Paradise on Earth,"A real paradise on Earth. The dunes create a real big wall of sand and the water of the ocean leaks through, creating cristal clear lagoons. The locals are very nice and if you're into sports, you can always try kite surf. Awesome place. So much fun.",joao d,NA,NA,"Olá, gostaria de saber se tem cobertura 3g nessa praia?",NA,NA,NA,NA,47,Promotor
https://www.tripadvisor.com/Attraction_Review-g2348900-d4057348-Reviews-Macapa_Beach-Luis_Correia_State_of_Piaui.html,Macapa Beach,NA,45,212,NA,NA,NA,NA,NA,151,111,72,21,4,4,marcusrjr,"-23.6824124,-46.5952992",1595,"March 27, 2021",2,4,Very calm and beautiful beach,"Thw beach is very wide and calm, very few people were there. The water gets a blue color when its sunny. Its very windy there, so you can see some people practising kite surf. You may find some places to eat, but there is not much infra structure.
Please follow us on instagram:
@mapamunditravel",NA,NA,NA,NA,NA,NA,NA,NA,54,Promotor
NA,Macapa Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TalesAmerico,"-23.6824124,-46.5952992",16,"October 29, 2018",0,4,Paradise is here!,"Known for the practice of kite surfing, this is a paradisiacal place, where the beach unfolds in ""sheets"", forming maritime lagoons, with shallow places (depending on the tide) through which one can cross on foot and reach other unfolding of the beach. Simply awesome.

Also, if you like to adventure safely you can participate in small trips of the tradicional ""banana boat"", a small boat driven by a motorboat.",NA,NA,NA,NA,NA,NA,NA,NA,69,Promotor
NA,Macapa Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vickyw06,"-23.6824124,-46.5952992",10,"November 2, 2016",0,5,A river and sea water meet. In the middel of nowhere a paradise!,"Stunning beach! Not a touristy point. There are some local bars selling iced beer , lovely sea food (lobsters, crabs). Relaxed atmosphere.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Macapa Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LucarBanff,"-12.8754442,-38.5017983",146,"October 11, 2016",0,5,Beautiful place to spend the day,"Beautiful beach, worth a nice walk and swim.  Great for kite surfers as well.  Worth the walk to the marsh, a short walk, a different world, great photo opportunities.",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Macapa Beach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,damian_st,"47.2812705,8.646846",17,"November 8, 2014",0,4,Bodanville,Beach with mainly brazilian guests and a couple of kitesurfers from Barra Grande. Its a good place for a short rest while surfing the Barra Grande Lagoon. However therebis noone to start/land kites. So you better go there in a group with skilled kiters. The beach bar offers drinks and fingerfood.,Gleyciane F,NA,NA,Queria saber se tem excursão pra essa praia ?,NA,NA,NA,NA,51,Promotor
https://www.tripadvisor.com/Attraction_Review-g3844531-d4057586-Reviews-Barra_Grande_Beach-Barra_Grande_Cajueiro_da_Praia_State_of_Piaui.html,Barra Grande Beach,Sol e Praia,45,442,NA,“Paradise wild beach with super Friendly locals .”,5,Aug 2022,"All the way from either Teresina, state capital, or Parnaiba, closest city, were well pavemented but 2 way, so drive...",426,294,114,28,4,2,Guto_VieiraJr,"41.05206345,-73.639351",6,"August 28, 2022",0,5,Paradise wild beach with super Friendly locals .,"All the way from either Teresina, state capital,  or Parnaiba, closest city,  were well pavemented but 2 way, so drive carefully. We stayed in a good B&B with a great bedrooms, AC, local breakfast. Beach restaurants have good infrastructure and at night you can walk to fine cuisines  like Italian or French.",NA,NA,NA,NA,NA,NA,NA,NA,52,Promotor
